"","continent","biome","repTree","name","id","institution","countryExpertise","reasonImportance","reason","crop","b_or_f","policyPriority","policy"
"3494","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Second","expand ag extension services"
"3495","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Third","expand carbon crediting/verification"
"3496","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Fourth","research"
"3497","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Fifth","develop shade-grown variatals"
"3498","Europe","Temperate Broadleaf & Mixed Forests","Hybrid poplars","Pierluigi Paris",23,"National Research Council (CNR)- Research Institute on Terrestrial Ecosystems","Italy","Not Meaningful","trees already present","wheat","field","Last","provision inputs"
"3499","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Top","expand carbon crediting/verification"
"3500","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Second","research"
"3501","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Third","develop/reform policy"
"3502","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Fourth","provision inputs"
"3503","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Fifth","expand ag extension services"
"3504","Africa","Tropical & Subtropical Grasslands; Savannas; and Shrublands","Parkia biglobosa","Ibrahim Abdullahi; PhD",28,"University of Abuja","Nigeria; United Kingdom","Not Meaningful","other cultural/historical reason","wheat","field","Last","develop shade-grown variatals"
"3505","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Top","research"
"3506","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Second","expand ag extension services"
"3507","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Third","expand carbon crediting/verification"
"3508","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Fourth","develop/reform policy"
"3509","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Fifth","provision inputs"
"3510","Africa","Flooded Grasslands & Savannas","Leucaena leucocephala","ZUBAIRU YAKUBU GADA",31,"USMANU DANFODIYO UNIVERSITY SOKOTO; NIGERIA","NIGERIA","Not Meaningful","aesthetics","wheat","field","Not Meaningful","develop shade-grown variatals"
"3511","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Top","research"
"3512","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Second","develop/reform policy"
"3513","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Third","expand carbon crediting/verification"
"3514","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Fourth","expand ag extension services"
"3515","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Not Meaningful","develop shade-grown variatals"
"3516","North/Central America (includes Caribbean)","Temperate Grasslands; Savannas & Shrublands","Quercus macrocarpa","William Schroeder ",6,"GreenTree Agroforestry Solutions","Canada; United States","Not Meaningful","farmers compensated","wheat","field","Not Meaningful","provision inputs"
"3517","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Top","research"
"3518","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Second","develop shade-grown variatals"
"3519","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Third","develop/reform policy"
"3520","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Fourth","provision inputs"
"3521","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Fifth","expand ag extension services"
"3522","Africa","Tropical & Subtropical Dry Broadleaf Forests","Faidherbia albida","Abayneh Derero",9,"Ethiopian Environment and Forest Research Institute","Ethiopia","Not Meaningful","farmers compensated","wheat","field","Last","expand carbon crediting/verification"
"3523","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Top","develop/reform policy"
"3524","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Second","expand ag extension services"
"3525","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Third","expand carbon crediting/verification"
"3526","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Fourth","research"
"3527","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Fifth","provision inputs"
"3528","Europe","Temperate Broadleaf & Mixed Forests","Populus","Paul Burgess",12,"Cranfield University","UK","Not Meaningful","farmers compensated","wheat","field","Not Meaningful","develop shade-grown variatals"
"3529","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Top","research"
"3530","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Second","develop/reform policy"
"3531","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Third","expand carbon crediting/verification"
"3532","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Not Meaningful","develop shade-grown variatals"
"3533","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Not Meaningful","provision inputs"
"3534","North/Central America (includes Caribbean)","Temperate Broadleaf & Mixed Forests","Populus","Marney Isaac",13,"University of Toronto","Canada; Costa Rica; Ghana","Not Meaningful","provides habitat","wheat","field","Not Meaningful","expand ag extension services"
"3535","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Top","develop/reform policy"
"3536","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Second","research"
"3537","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Third","Other"
"3538","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Fourth","expand ag extension services"
"3539","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Fifth","expand carbon crediting/verification"
"3540","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Not Meaningful","develop shade-grown variatals"
"3541","Europe","Boreal Forests & Taiga","Alnus glutinosa","Michael den Herder",17,"European Forest Institute","Finland","Not Meaningful","acts as windbreak","wheat","field","Not Meaningful","provision inputs"
"3542","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Top","expand carbon crediting/verification"
"3543","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Second","develop/reform policy"
"3544","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Third","expand ag extension services"
"3545","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Fourth","research"
"3546","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Fifth","develop shade-grown variatals"
"3547","Europe","Mediterranean Forests; Woodland; & Scrub","Mediterranean deciduous oaks (Quercus pubescens Willd; Q. cerris L.) ","Pierluigi Paris",25,"National Research Council (CNR) - Research Inst. on Terrestrial Ecosystems (IRET)","Italy","Not Meaningful","farmers compensated","wheat","field","Last","provision inputs"
